tipo_objeto,material,estado,uso_deseado,presupuesto,cantidad,transformacion,ciudad,preferencia,producto_recomendado
mueble,mixto,regular,recordar_digitalmente,65843,1,ninguna,Barranquilla,fisico,Restauración Especial
joya_pequena,madera,muy_danado,conservar,75479,2,total,Cali,fisico,Caja del Tiempo
peluche,tela,danado,transformar,80706,1,leve,Medellin,digital,Memorial Digital
peluche,papel,danado,compartir,96350,1,leve,Bogota,fisico,Restauración Especial
otro_objeto,vidrio,danado,transformar,84088,2,moderada,Medellin,digital,Memorial Digital
prenda_textil,tela,muy_danado,compartir,131726,5,ninguna,Bogota,fisico,Almohada Abrazo
prenda_textil,tela,bueno,restaurar,71339,2,leve,Cali,fisico,Almohada Abrazo
carta_documento,mixto,muy_danado,conservar,64818,1,moderada,Cali,digital,Memorial Digital
prenda_textil,metal,muy_danado,compartir,111760,2,ninguna,Medellin,digital,Memorial Digital
otro_objeto,peluche_sintetico,danado,recordar_digitalmente,41252,1,moderada,Cali,fisico,Restauración Especial
reloj_instrumento,peluche_sintetico,regular,restaurar,108639,2,total,Medellin,fisico,Restauración Especial
reloj_instrumento,cuero,muy_danado,compartir,98589,4,moderada,Bogota,fisico,Restauración Especial
peluche,papel,bueno,transformar,89839,1,leve,Barranquilla,fisico,Peluche Memoria
peluche,madera,bueno,recordar_digitalmente,150589,5,total,Barranquilla,digital,Memorial Digital
carta_documento,peluche_sintetico,danado,conservar,73222,3,leve,Barranquilla,fisico,Libro de Memorias
joya_pequena,mixto,danado,compartir,167110,2,moderada,Bogota,fisico,Recuerdo Compartido
mueble,cuero,regular,recordar_digitalmente,87109,5,moderada,Medellin,fisico,Cuadro de Historia
carta_documento,peluche_sintetico,regular,conservar,50304,1,moderada,Medellin,digital,Cuadro de Historia
carta_documento,cuero,bueno,conservar,97447,3,moderada,Bucaramanga,fisico,Libro de Memorias
peluche,papel,muy_danado,transformar,57331,2,ninguna,Barranquilla,fisico,Restauración Especial
joya_pequena,metal,danado,transformar,68688,1,leve,Barranquilla,fisico,Caja del Tiempo
joya_pequena,papel,danado,recordar_digitalmente,108896,2,moderada,Barranquilla,fisico,Caja del Tiempo
reloj_instrumento,cuero,bueno,conservar,114445,1,leve,Barranquilla,fisico,Restauración Especial
prenda_textil,peluche_sintetico,muy_danado,recordar_digitalmente,73224,2,total,Cali,fisico,Almohada Abrazo
reloj_instrumento,mixto,muy_danado,compartir,129559,3,leve,Bucaramanga,fisico,Recuerdo Compartido
otro_objeto,madera,bueno,restaurar,135512,1,ninguna,Medellin,digital,Memorial Digital
mueble,papel,muy_danado,conservar,145270,1,moderada,Bogota,fisico,Restauración Especial
prenda_textil,peluche_sintetico,danado,transformar,113529,1,total,Bogota,fisico,Almohada Abrazo
fotografia,cuero,bueno,transformar,142720,3,leve,Medellin,digital,Memorial Digital
otro_objeto,tela,bueno,recordar_digitalmente,30000,1,ninguna,Barranquilla,fisico,Restauración Especial
carta_documento,mixto,danado,compartir,83873,1,leve,Medellin,fisico,Libro de Memorias
otro_objeto,mixto,muy_danado,restaurar,64654,3,moderada,Bogota,fisico,Memorial Digital
reloj_instrumento,cuero,regular,compartir,99172,1,ninguna,Barranquilla,fisico,Restauración Especial
prenda_textil,madera,bueno,recordar_digitalmente,74999,2,moderada,Bucaramanga,fisico,Almohada Abrazo
prenda_textil,metal,bueno,recordar_digitalmente,89184,1,total,Bucaramanga,digital,Memorial Digital
prenda_textil,madera,bueno,transformar,160876,2,leve,Bucaramanga,fisico,Almohada Abrazo
mueble,cuero,bueno,compartir,89059,3,ninguna,Cali,fisico,Recuerdo Compartido
reloj_instrumento,tela,danado,compartir,109482,1,ninguna,Bogota,fisico,Restauración Especial
carta_documento,madera,regular,transformar,86870,2,leve,Cali,digital,Memorial Digital
fotografia,tela,danado,restaurar,97649,1,ninguna,Cali,fisico,Cuadro de Historia
mueble,madera,muy_danado,transformar,95210,1,ninguna,Bogota,fisico,Restauración Especial
joya_pequena,mixto,muy_danado,conservar,110691,1,moderada,Barranquilla,fisico,Caja del Tiempo
prenda_textil,mixto,bueno,compartir,135785,2,ninguna,Cali,fisico,Almohada Abrazo
prenda_textil,metal,regular,transformar,152658,2,total,Bogota,digital,Memorial Digital
joya_pequena,madera,danado,recordar_digitalmente,105836,5,leve,Bucaramanga,digital,Recuerdo Compartido
otro_objeto,tela,bueno,compartir,115634,5,moderada,Medellin,fisico,Recuerdo Compartido
otro_objeto,vidrio,danado,compartir,54719,5,leve,Bucaramanga,digital,Memorial Digital
carta_documento,tela,regular,recordar_digitalmente,91924,2,moderada,Bogota,fisico,Libro de Memorias
prenda_textil,madera,danado,compartir,127910,1,moderada,Cali,fisico,Almohada Abrazo
otro_objeto,vidrio,regular,transformar,125308,1,total,Bucaramanga,fisico,Restauración Especial
fotografia,tela,muy_danado,conservar,102406,4,leve,Barranquilla,fisico,Cuadro de Historia
otro_objeto,cuero,bueno,conservar,126023,1,total,Bogota,fisico,Restauración Especial
reloj_instrumento,peluche_sintetico,muy_danado,restaurar,112176,3,ninguna,Bogota,fisico,Restauración Especial
joya_pequena,mixto,bueno,restaurar,137010,2,moderada,Cali,fisico,Caja del Tiempo
carta_documento,metal,regular,compartir,105127,5,ninguna,Cali,fisico,Libro de Memorias
joya_pequena,tela,regular,compartir,82550,1,moderada,Bucaramanga,fisico,Caja del Tiempo
fotografia,metal,regular,conservar,106754,2,ninguna,Medellin,fisico,Cuadro de Historia
joya_pequena,vidrio,regular,conservar,30000,5,moderada,Bucaramanga,digital,Memorial Digital
peluche,cuero,bueno,transformar,108401,1,total,Cali,fisico,Peluche Memoria
otro_objeto,mixto,danado,recordar_digitalmente,30000,2,leve,Bogota,fisico,Restauración Especial
reloj_instrumento,mixto,danado,conservar,34678,1,moderada,Bogota,digital,Memorial Digital
peluche,metal,muy_danado,conservar,110811,4,leve,Medellin,fisico,Caja del Tiempo
prenda_textil,papel,bueno,compartir,111713,1,ninguna,Bucaramanga,fisico,Almohada Abrazo
mueble,vidrio,regular,conservar,54314,1,moderada,Bogota,digital,Memorial Digital
joya_pequena,papel,muy_danado,conservar,70076,2,ninguna,Bogota,digital,Memorial Digital
peluche,cuero,danado,conservar,142968,2,ninguna,Barranquilla,fisico,Caja del Tiempo
reloj_instrumento,papel,bueno,conservar,78058,2,moderada,Barranquilla,fisico,Caja del Tiempo
reloj_instrumento,metal,bueno,compartir,173502,1,total,Bucaramanga,fisico,Restauración Especial
mueble,tela,muy_danado,recordar_digitalmente,94932,1,leve,Bogota,fisico,Restauración Especial
prenda_textil,metal,regular,recordar_digitalmente,109281,1,total,Barranquilla,fisico,Almohada Abrazo
otro_objeto,madera,regular,restaurar,151590,2,ninguna,Medellin,fisico,Restauración Especial
reloj_instrumento,peluche_sintetico,danado,recordar_digitalmente,99585,3,leve,Medellin,fisico,Restauración Especial
mueble,vidrio,danado,conservar,59917,1,leve,Bogota,fisico,Restauración Especial
peluche,cuero,danado,restaurar,91159,5,leve,Bogota,fisico,Cuadro de Historia
otro_objeto,mixto,danado,recordar_digitalmente,93753,2,moderada,Bucaramanga,fisico,Restauración Especial
mueble,madera,bueno,compartir,47234,3,ninguna,Barranquilla,fisico,Recuerdo Compartido
peluche,metal,regular,compartir,86045,2,leve,Barranquilla,fisico,Cuadro de Historia
mueble,cuero,regular,compartir,69023,1,ninguna,Cali,fisico,Restauración Especial
mueble,tela,bueno,restaurar,127352,1,leve,Bucaramanga,digital,Memorial Digital
mueble,tela,bueno,restaurar,96211,1,leve,Medellin,digital,Memorial Digital
fotografia,peluche_sintetico,regular,restaurar,85102,1,leve,Cali,digital,Recuerdo Compartido
peluche,madera,muy_danado,conservar,91283,1,leve,Cali,fisico,Restauración Especial
mueble,peluche_sintetico,regular,recordar_digitalmente,102809,5,total,Bogota,fisico,Restauración Especial
fotografia,metal,regular,recordar_digitalmente,116588,1,moderada,Cali,fisico,Cuadro de Historia
joya_pequena,tela,regular,recordar_digitalmente,60010,1,leve,Cali,fisico,Caja del Tiempo
carta_documento,madera,muy_danado,restaurar,58544,2,total,Bucaramanga,fisico,Libro de Memorias
reloj_instrumento,peluche_sintetico,muy_danado,recordar_digitalmente,133663,1,moderada,Cali,fisico,Restauración Especial
otro_objeto,mixto,muy_danado,transformar,80568,2,ninguna,Medellin,fisico,Restauración Especial
joya_pequena,mixto,regular,compartir,45410,1,total,Barranquilla,fisico,Caja del Tiempo
mueble,vidrio,bueno,restaurar,110533,2,moderada,Barranquilla,fisico,Restauración Especial
joya_pequena,tela,muy_danado,recordar_digitalmente,111217,2,total,Barranquilla,fisico,Caja del Tiempo
reloj_instrumento,peluche_sintetico,muy_danado,transformar,41424,1,ninguna,Medellin,fisico,Restauración Especial
carta_documento,papel,danado,conservar,103031,1,ninguna,Cali,digital,Memorial Digital
prenda_textil,papel,bueno,transformar,120745,1,leve,Cali,fisico,Almohada Abrazo
mueble,vidrio,danado,transformar,108103,1,leve,Bucaramanga,digital,Memorial Digital
peluche,vidrio,danado,transformar,117119,2,total,Barranquilla,digital,Memorial Digital
peluche,mixto,regular,compartir,45850,1,leve,Barranquilla,fisico,Peluche Memoria
otro_objeto,mixto,danado,conservar,106586,1,leve,Barranquilla,fisico,Restauración Especial
reloj_instrumento,metal,muy_danado,compartir,84408,3,ninguna,Cali,fisico,Recuerdo Compartido
fotografia,vidrio,bueno,compartir,78102,3,moderada,Cali,fisico,Libro de Memorias
reloj_instrumento,cuero,danado,transformar,125469,2,ninguna,Medellin,fisico,Restauración Especial
mueble,cuero,muy_danado,restaurar,146774,4,ninguna,Bucaramanga,fisico,Restauración Especial
otro_objeto,papel,danado,recordar_digitalmente,157802,5,moderada,Bogota,fisico,Restauración Especial
fotografia,tela,muy_danado,conservar,141018,1,ninguna,Barranquilla,fisico,Cuadro de Historia
joya_pequena,vidrio,bueno,compartir,91159,1,ninguna,Medellin,fisico,Caja del Tiempo
reloj_instrumento,cuero,regular,conservar,107345,1,total,Barranquilla,fisico,Restauración Especial
reloj_instrumento,metal,regular,restaurar,121838,1,total,Medellin,fisico,Restauración Especial
carta_documento,metal,muy_danado,transformar,99241,1,leve,Barranquilla,fisico,Peluche Memoria
reloj_instrumento,metal,danado,recordar_digitalmente,99576,3,total,Barranquilla,fisico,Recuerdo Compartido
prenda_textil,vidrio,muy_danado,transformar,123831,2,moderada,Barranquilla,fisico,Almohada Abrazo
fotografia,cuero,regular,restaurar,92925,3,total,Barranquilla,fisico,Cuadro de Historia
fotografia,papel,muy_danado,conservar,69474,1,leve,Cali,digital,Memorial Digital
carta_documento,papel,regular,compartir,80493,1,ninguna,Cali,fisico,Libro de Memorias
prenda_textil,peluche_sintetico,muy_danado,compartir,117186,1,leve,Bucaramanga,fisico,Almohada Abrazo
peluche,papel,muy_danado,compartir,95104,1,total,Medellin,fisico,Restauración Especial
peluche,vidrio,bueno,restaurar,106907,1,total,Barranquilla,fisico,Peluche Memoria
prenda_textil,metal,muy_danado,restaurar,118452,1,moderada,Medellin,fisico,Almohada Abrazo
peluche,papel,regular,transformar,81880,1,total,Medellin,fisico,Peluche Memoria
peluche,vidrio,regular,compartir,121468,1,leve,Bogota,digital,Almohada Abrazo
joya_pequena,mixto,bueno,recordar_digitalmente,108259,2,ninguna,Barranquilla,fisico,Caja del Tiempo
otro_objeto,tela,bueno,conservar,51781,2,leve,Medellin,fisico,Caja del Tiempo
joya_pequena,metal,bueno,conservar,145480,1,ninguna,Cali,digital,Memorial Digital
prenda_textil,metal,bueno,restaurar,77473,2,ninguna,Barranquilla,fisico,Almohada Abrazo
mueble,peluche_sintetico,regular,recordar_digitalmente,37071,1,total,Barranquilla,fisico,Restauración Especial
joya_pequena,papel,danado,transformar,58423,1,total,Cali,fisico,Caja del Tiempo
joya_pequena,mixto,regular,conservar,59263,2,moderada,Bucaramanga,fisico,Restauración Especial
prenda_textil,metal,muy_danado,transformar,96826,2,total,Bogota,fisico,Almohada Abrazo
fotografia,vidrio,bueno,recordar_digitalmente,85415,1,total,Medellin,fisico,Cuadro de Historia
mueble,mixto,bueno,transformar,83210,1,total,Barranquilla,fisico,Restauración Especial
joya_pequena,tela,regular,conservar,116689,2,ninguna,Cali,fisico,Caja del Tiempo
reloj_instrumento,metal,bueno,conservar,106895,1,total,Cali,fisico,Restauración Especial
reloj_instrumento,metal,bueno,restaurar,106061,4,total,Cali,fisico,Restauración Especial
mueble,tela,muy_danado,transformar,109343,2,leve,Cali,fisico,Restauración Especial
joya_pequena,tela,regular,restaurar,116564,2,total,Bucaramanga,fisico,Caja del Tiempo
otro_objeto,tela,bueno,compartir,30000,1,leve,Bogota,fisico,Restauración Especial
fotografia,metal,regular,conservar,82244,1,leve,Medellin,fisico,Cuadro de Historia
reloj_instrumento,mixto,danado,restaurar,30000,2,leve,Barranquilla,fisico,Restauración Especial
joya_pequena,vidrio,danado,recordar_digitalmente,96262,1,leve,Cali,digital,Recuerdo Compartido
otro_objeto,papel,danado,compartir,94837,1,total,Barranquilla,fisico,Restauración Especial
reloj_instrumento,madera,muy_danado,conservar,131593,2,total,Bogota,fisico,Restauración Especial
carta_documento,madera,regular,transformar,136567,1,moderada,Barranquilla,fisico,Caja del Tiempo
otro_objeto,papel,danado,restaurar,102097,2,leve,Medellin,digital,Memorial Digital
peluche,tela,danado,compartir,77487,1,total,Barranquilla,digital,Memorial Digital
mueble,cuero,muy_danado,transformar,111980,2,ninguna,Barranquilla,digital,Memorial Digital
prenda_textil,cuero,regular,restaurar,76522,2,moderada,Cali,fisico,Almohada Abrazo
otro_objeto,peluche_sintetico,bueno,compartir,94951,4,leve,Medellin,fisico,Recuerdo Compartido
mueble,tela,regular,transformar,129514,2,leve,Cali,fisico,Restauración Especial
fotografia,tela,bueno,conservar,75478,2,total,Barranquilla,fisico,Cuadro de Historia
prenda_textil,metal,muy_danado,restaurar,123198,3,moderada,Cali,fisico,Restauración Especial
reloj_instrumento,vidrio,muy_danado,conservar,118709,1,moderada,Medellin,fisico,Restauración Especial
joya_pequena,cuero,danado,conservar,61582,5,total,Bogota,fisico,Caja del Tiempo
reloj_instrumento,cuero,danado,compartir,129086,1,moderada,Medellin,fisico,Restauración Especial
joya_pequena,mixto,regular,recordar_digitalmente,119449,4,total,Bucaramanga,digital,Memorial Digital
fotografia,metal,bueno,restaurar,98567,3,leve,Cali,digital,Almohada Abrazo
reloj_instrumento,mixto,bueno,restaurar,68318,1,ninguna,Barranquilla,fisico,Restauración Especial
prenda_textil,peluche_sintetico,bueno,recordar_digitalmente,64927,1,total,Bogota,fisico,Almohada Abrazo
carta_documento,tela,bueno,conservar,76181,1,ninguna,Barranquilla,fisico,Libro de Memorias
carta_documento,mixto,muy_danado,transformar,113990,2,moderada,Cali,fisico,Libro de Memorias
mueble,peluche_sintetico,regular,transformar,61553,2,total,Bucaramanga,fisico,Restauración Especial
mueble,peluche_sintetico,bueno,conservar,110312,1,total,Medellin,fisico,Restauración Especial
prenda_textil,vidrio,regular,transformar,51538,1,total,Bucaramanga,fisico,Almohada Abrazo
joya_pequena,tela,danado,conservar,87857,2,ninguna,Cali,fisico,Caja del Tiempo
joya_pequena,mixto,muy_danado,recordar_digitalmente,98837,2,moderada,Barranquilla,digital,Memorial Digital
otro_objeto,papel,muy_danado,transformar,180579,2,leve,Bucaramanga,digital,Recuerdo Compartido
peluche,madera,muy_danado,conservar,46793,1,total,Medellin,digital,Memorial Digital
prenda_textil,mixto,regular,restaurar,146520,1,ninguna,Bogota,fisico,Almohada Abrazo
peluche,madera,danado,compartir,100244,2,leve,Cali,fisico,Recuerdo Compartido
prenda_textil,madera,muy_danado,conservar,109391,2,moderada,Medellin,digital,Libro de Memorias
prenda_textil,peluche_sintetico,muy_danado,compartir,99142,2,total,Medellin,fisico,Almohada Abrazo
prenda_textil,vidrio,bueno,conservar,110565,1,leve,Bogota,fisico,Almohada Abrazo
fotografia,peluche_sintetico,muy_danado,recordar_digitalmente,89621,2,moderada,Bogota,fisico,Cuadro de Historia
joya_pequena,cuero,muy_danado,transformar,145891,2,leve,Bucaramanga,fisico,Caja del Tiempo
joya_pequena,papel,muy_danado,conservar,79023,1,total,Cali,fisico,Caja del Tiempo
carta_documento,metal,muy_danado,compartir,134628,1,moderada,Medellin,fisico,Libro de Memorias
peluche,peluche_sintetico,danado,recordar_digitalmente,72447,5,ninguna,Cali,digital,Memorial Digital
otro_objeto,metal,muy_danado,transformar,92891,2,total,Bogota,digital,Memorial Digital
mueble,madera,regular,restaurar,57481,2,ninguna,Medellin,digital,Memorial Digital
reloj_instrumento,vidrio,regular,conservar,110925,1,moderada,Barranquilla,fisico,Restauración Especial
mueble,cuero,muy_danado,conservar,145579,1,moderada,Cali,fisico,Restauración Especial
joya_pequena,cuero,bueno,restaurar,92292,1,ninguna,Cali,fisico,Caja del Tiempo
fotografia,madera,muy_danado,compartir,88109,1,leve,Medellin,fisico,Cuadro de Historia
joya_pequena,tela,danado,recordar_digitalmente,55988,1,leve,Barranquilla,digital,Memorial Digital
reloj_instrumento,madera,bueno,conservar,86974,1,total,Medellin,digital,Memorial Digital
prenda_textil,peluche_sintetico,muy_danado,restaurar,39252,2,total,Medellin,fisico,Almohada Abrazo
joya_pequena,cuero,muy_danado,transformar,63049,2,leve,Barranquilla,fisico,Caja del Tiempo
prenda_textil,mixto,muy_danado,transformar,102937,2,total,Cali,fisico,Almohada Abrazo
prenda_textil,papel,bueno,compartir,141165,2,leve,Bogota,fisico,Almohada Abrazo
otro_objeto,vidrio,bueno,recordar_digitalmente,193322,1,total,Barranquilla,fisico,Restauración Especial
fotografia,papel,danado,conservar,74469,2,leve,Barranquilla,digital,Memorial Digital
peluche,cuero,muy_danado,conservar,145235,1,ninguna,Medellin,digital,Memorial Digital
prenda_textil,madera,regular,conservar,103531,2,moderada,Bogota,fisico,Almohada Abrazo
joya_pequena,madera,bueno,recordar_digitalmente,89706,1,ninguna,Bogota,digital,Memorial Digital
carta_documento,peluche_sintetico,regular,compartir,110140,5,ninguna,Medellin,fisico,Libro de Memorias
carta_documento,mixto,regular,recordar_digitalmente,97167,1,moderada,Bucaramanga,digital,Memorial Digital
mueble,metal,bueno,conservar,98863,1,leve,Medellin,fisico,Restauración Especial
joya_pequena,madera,regular,recordar_digitalmente,80708,1,leve,Bucaramanga,fisico,Caja del Tiempo
carta_documento,vidrio,muy_danado,restaurar,46066,1,ninguna,Cali,fisico,Memorial Digital
fotografia,metal,bueno,transformar,40973,5,leve,Cali,fisico,Cuadro de Historia
fotografia,cuero,regular,transformar,117863,5,total,Barranquilla,fisico,Cuadro de Historia
joya_pequena,papel,danado,conservar,85315,1,total,Bogota,fisico,Almohada Abrazo
prenda_textil,peluche_sintetico,danado,transformar,74136,1,leve,Cali,fisico,Almohada Abrazo
reloj_instrumento,metal,muy_danado,conservar,95297,2,ninguna,Medellin,fisico,Caja del Tiempo
carta_documento,mixto,bueno,recordar_digitalmente,122822,1,moderada,Bucaramanga,fisico,Libro de Memorias
prenda_textil,tela,regular,transformar,101312,4,total,Medellin,fisico,Almohada Abrazo
reloj_instrumento,mixto,regular,transformar,72038,1,leve,Medellin,fisico,Restauración Especial
carta_documento,tela,danado,restaurar,137920,2,total,Barranquilla,fisico,Libro de Memorias
mueble,mixto,danado,transformar,150271,4,leve,Cali,fisico,Restauración Especial
prenda_textil,vidrio,muy_danado,transformar,112309,3,ninguna,Bogota,fisico,Almohada Abrazo
prenda_textil,madera,bueno,conservar,129078,2,total,Bogota,digital,Memorial Digital
reloj_instrumento,madera,muy_danado,compartir,138468,1,ninguna,Barranquilla,fisico,Restauración Especial
joya_pequena,tela,muy_danado,recordar_digitalmente,134553,2,leve,Bucaramanga,fisico,Caja del Tiempo
peluche,mixto,regular,recordar_digitalmente,116493,4,leve,Bogota,fisico,Peluche Memoria
fotografia,peluche_sintetico,bueno,compartir,115942,1,leve,Cali,digital,Memorial Digital
mueble,metal,bueno,transformar,113188,1,moderada,Cali,fisico,Cuadro de Historia
reloj_instrumento,metal,danado,recordar_digitalmente,56593,3,ninguna,Barranquilla,digital,Memorial Digital
otro_objeto,tela,danado,conservar,119525,2,moderada,Cali,fisico,Caja del Tiempo
peluche,peluche_sintetico,regular,compartir,47546,1,ninguna,Barranquilla,fisico,Peluche Memoria
prenda_textil,madera,muy_danado,conservar,67189,4,ninguna,Medellin,fisico,Almohada Abrazo
carta_documento,metal,muy_danado,compartir,140624,1,moderada,Barranquilla,digital,Memorial Digital
carta_documento,papel,muy_danado,compartir,124407,1,moderada,Barranquilla,fisico,Libro de Memorias
joya_pequena,papel,regular,transformar,147058,1,total,Barranquilla,fisico,Caja del Tiempo
peluche,madera,regular,compartir,85491,4,moderada,Bogota,fisico,Peluche Memoria
otro_objeto,madera,danado,compartir,54671,1,total,Medellin,fisico,Restauración Especial
prenda_textil,tela,regular,restaurar,86584,1,ninguna,Medellin,fisico,Almohada Abrazo
mueble,cuero,bueno,compartir,98571,1,moderada,Barranquilla,fisico,Restauración Especial
reloj_instrumento,metal,regular,recordar_digitalmente,97764,1,moderada,Bogota,digital,Memorial Digital
joya_pequena,cuero,regular,compartir,134678,2,ninguna,Bucaramanga,fisico,Recuerdo Compartido
joya_pequena,madera,regular,conservar,82355,1,ninguna,Cali,digital,Memorial Digital
fotografia,cuero,bueno,recordar_digitalmente,107321,1,ninguna,Barranquilla,fisico,Cuadro de Historia
carta_documento,metal,regular,transformar,60398,1,ninguna,Bucaramanga,fisico,Libro de Memorias
peluche,vidrio,bueno,transformar,110761,1,moderada,Barranquilla,fisico,Peluche Memoria
peluche,madera,bueno,conservar,95108,1,moderada,Medellin,fisico,Peluche Memoria
carta_documento,papel,muy_danado,restaurar,68756,1,total,Cali,fisico,Libro de Memorias
prenda_textil,papel,bueno,recordar_digitalmente,86745,2,leve,Cali,fisico,Almohada Abrazo
mueble,peluche_sintetico,regular,transformar,88553,1,total,Bogota,digital,Memorial Digital
fotografia,papel,bueno,recordar_digitalmente,85544,5,leve,Medellin,fisico,Cuadro de Historia
prenda_textil,papel,danado,transformar,156996,2,leve,Bucaramanga,fisico,Almohada Abrazo
peluche,madera,regular,compartir,91554,2,moderada,Bucaramanga,digital,Memorial Digital
mueble,mixto,bueno,compartir,86463,1,total,Bucaramanga,digital,Memorial Digital
peluche,madera,danado,restaurar,30000,1,ninguna,Medellin,fisico,Restauración Especial
reloj_instrumento,mixto,bueno,restaurar,63702,1,total,Bucaramanga,fisico,Restauración Especial
reloj_instrumento,vidrio,regular,restaurar,85792,1,leve,Bucaramanga,fisico,Restauración Especial
otro_objeto,vidrio,danado,restaurar,70995,1,moderada,Bucaramanga,fisico,Restauración Especial
joya_pequena,tela,regular,transformar,143359,1,leve,Cali,digital,Memorial Digital
carta_documento,tela,regular,restaurar,89227,1,ninguna,Cali,fisico,Libro de Memorias
mueble,peluche_sintetico,bueno,recordar_digitalmente,140095,1,leve,Barranquilla,digital,Memorial Digital
carta_documento,peluche_sintetico,bueno,conservar,97159,3,leve,Cali,fisico,Libro de Memorias
peluche,papel,muy_danado,transformar,96302,3,leve,Barranquilla,fisico,Restauración Especial
carta_documento,metal,muy_danado,restaurar,91892,1,total,Cali,fisico,Libro de Memorias
otro_objeto,papel,muy_danado,restaurar,95132,1,leve,Medellin,fisico,Restauración Especial
fotografia,vidrio,bueno,transformar,155157,1,leve,Barranquilla,fisico,Cuadro de Historia
joya_pequena,papel,regular,conservar,30000,1,total,Barranquilla,fisico,Caja del Tiempo
fotografia,tela,bueno,compartir,30000,1,ninguna,Bogota,fisico,Cuadro de Historia
peluche,madera,regular,conservar,75989,1,ninguna,Bogota,digital,Memorial Digital
prenda_textil,peluche_sintetico,bueno,restaurar,95508,1,total,Medellin,fisico,Almohada Abrazo
otro_objeto,madera,regular,conservar,119153,1,moderada,Bucaramanga,fisico,Restauración Especial
peluche,papel,danado,conservar,111558,1,total,Medellin,fisico,Restauración Especial
joya_pequena,tela,regular,compartir,81551,1,moderada,Cali,fisico,Caja del Tiempo
reloj_instrumento,papel,muy_danado,restaurar,130666,5,leve,Bogota,digital,Memorial Digital
carta_documento,peluche_sintetico,bueno,recordar_digitalmente,131056,1,moderada,Bogota,digital,Libro de Memorias
fotografia,madera,muy_danado,recordar_digitalmente,101442,1,leve,Barranquilla,fisico,Cuadro de Historia
carta_documento,vidrio,danado,conservar,128693,1,total,Cali,digital,Memorial Digital
prenda_textil,tela,regular,restaurar,104542,1,total,Barranquilla,fisico,Almohada Abrazo
otro_objeto,papel,bueno,recordar_digitalmente,75348,1,moderada,Medellin,fisico,Almohada Abrazo
fotografia,madera,muy_danado,transformar,119423,1,total,Barranquilla,fisico,Cuadro de Historia
reloj_instrumento,peluche_sintetico,regular,restaurar,98871,1,total,Bucaramanga,fisico,Restauración Especial
joya_pequena,cuero,bueno,recordar_digitalmente,95046,2,leve,Bogota,fisico,Caja del Tiempo
peluche,metal,bueno,transformar,146553,2,leve,Bogota,fisico,Peluche Memoria
mueble,peluche_sintetico,regular,transformar,30000,1,total,Medellin,fisico,Restauración Especial
joya_pequena,tela,regular,conservar,45381,5,leve,Barranquilla,fisico,Caja del Tiempo
reloj_instrumento,peluche_sintetico,bueno,conservar,53452,2,ninguna,Barranquilla,digital,Memorial Digital
fotografia,tela,regular,transformar,82285,1,leve,Bogota,fisico,Cuadro de Historia
reloj_instrumento,madera,regular,compartir,86088,2,moderada,Barranquilla,fisico,Recuerdo Compartido
mueble,mixto,bueno,transformar,42243,1,ninguna,Bogota,fisico,Restauración Especial
fotografia,madera,bueno,compartir,60519,3,total,Bucaramanga,fisico,Cuadro de Historia
carta_documento,vidrio,regular,compartir,64870,4,moderada,Bogota,fisico,Recuerdo Compartido
fotografia,metal,muy_danado,recordar_digitalmente,181009,1,total,Medellin,digital,Memorial Digital
prenda_textil,mixto,muy_danado,transformar,158060,2,total,Barranquilla,fisico,Almohada Abrazo
mueble,cuero,regular,transformar,80588,1,ninguna,Cali,fisico,Restauración Especial
mueble,tela,regular,transformar,82274,1,ninguna,Bogota,fisico,Libro de Memorias
peluche,vidrio,regular,recordar_digitalmente,54777,1,ninguna,Medellin,fisico,Peluche Memoria
peluche,mixto,bueno,conservar,30000,1,moderada,Bogota,digital,Memorial Digital
carta_documento,cuero,regular,transformar,90909,2,moderada,Medellin,fisico,Libro de Memorias
prenda_textil,peluche_sintetico,muy_danado,recordar_digitalmente,60075,1,leve,Bogota,fisico,Almohada Abrazo
reloj_instrumento,mixto,bueno,transformar,92030,1,total,Bogota,digital,Memorial Digital
prenda_textil,metal,regular,restaurar,38992,2,leve,Bucaramanga,fisico,Almohada Abrazo
mueble,mixto,regular,transformar,68330,1,total,Bogota,digital,Memorial Digital
reloj_instrumento,metal,regular,recordar_digitalmente,100201,2,leve,Bucaramanga,fisico,Restauración Especial
otro_objeto,papel,bueno,restaurar,107817,2,moderada,Bucaramanga,digital,Memorial Digital
prenda_textil,mixto,bueno,compartir,109611,1,moderada,Medellin,fisico,Almohada Abrazo
mueble,peluche_sintetico,bueno,conservar,48782,1,total,Cali,digital,Memorial Digital
carta_documento,mixto,regular,conservar,124914,5,total,Bogota,fisico,Libro de Memorias
carta_documento,cuero,muy_danado,recordar_digitalmente,66992,4,leve,Barranquilla,fisico,Libro de Memorias
mueble,peluche_sintetico,bueno,compartir,117150,1,moderada,Bogota,fisico,Restauración Especial
peluche,metal,bueno,restaurar,94627,3,moderada,Barranquilla,fisico,Peluche Memoria
reloj_instrumento,papel,regular,compartir,46826,3,ninguna,Cali,fisico,Recuerdo Compartido
otro_objeto,papel,bueno,restaurar,83933,2,total,Barranquilla,fisico,Restauración Especial
mueble,papel,danado,transformar,107787,5,total,Medellin,fisico,Restauración Especial
otro_objeto,papel,danado,compartir,116453,1,leve,Barranquilla,fisico,Restauración Especial
